20    0.6246674085160957 0.14202622724493194 65819.0    15.03387637573362	1300000 243
21    0.586768476787677 0.14525100617631204 67779.0    15.976961822145428	1400000 247
22    0.6186685999492487 0.21781619282976591 62696.0    11.209368915837851	1500000 255
23    0.6507110536400321 0.23532977464486995 64571.0    20.539874243803727	1500000 244
24    0.6244994071835631 0.23090325137720305 65447.0    18.713197613328564	1500000 241
25    0.6129548909400638 0.1419652898920978 65866.0    10.906252421293617	1400000 255
26    0.5864226266927053 0.15462124148570458 67899.0    7.95616893228025	1400000 252
27    0.622653624983415 0.14427911313094177 68208.0    22.32921928804092	1300000 242
28    0.6540612736460952 0.22231970841511103 65362.0    18.275008589465124	1400000 246
29    0.6537934694662247 0.21331147295915787 63926.0    13.336444885122928	1300000 238
30    0.5967979792515298 0.22734894970560865 62060.0    14.10441308149019	1600000 250
31    0.594786719877119 0.14356415391541863 67687.0    9.541095179975908	1400000 249
32    0.6094983517307986 0.1428880881346358 72544.0    10.180727101442681	1400000 254
33    0.5927688725943479 0.1421539183415179 66693.0    9.211511210633539	1400000 247
34    0.6772529659633488 0.23026643729124358 61609.0    11.13651236769958	1400000 245
35    0.6759276571016456 0.23670743709968223 64741.0    6.3153264107232046	1500000 251
36    0.6572703915617787 0.23488582786135276 60770.0    10.708532399427709	1500000 248
37    0.6258003323119443 0.2178532161842081 60869.0    20.04255946878554	1400000 240
38    0.642885122438925 0.20702187527432186 62242.0    11.903746947187567	1300000 242
